"","MCCR-00039-01","MCCR-00040-01","MCCR-00041-01","MCCR-00042-01","MCCR-00043-01","MCCR-00044-01","MCCR-00045-01","MCCR-00046-01","MCCR-00047-01","MCCR-00048-01","MCCR-00049-01","MCCR-00050-01","MCCR-00051-01","MCCR-00052-01","MCCR-00053-01","MCCR-00054-01","MCCR-00055-01","MCCR-00056-01","MCCR-00057-01","MCCR-00058-01","MCCR-00059-01","MCCR-00060-01","MCCR-00061-01","MCCR-00062-01","MCCR-00063-01","MCCR-00064-01","MCCR-00065-01","MCCR-00066-01","MCCR-00067-01","MCCR-00068-01","MCCR-00069-01","MCCR-00070-01","MCCR-00071-01","MCCR-00072-01","MCCR-00073-01","MCCR-00074-01","MCCR-00075-01","MCCR-00076-01","MCCR-00078-01","MCCR-00079-01","MCCR-00080-01","MCCR-00081-01","MCCR-00082-01","MCCR-00083-01","MCCR-00084-01","MCCR-00085-01","MCCR-00086-01","MCCR-00087-01","MCCR-00088-01","MCCR-00089-01","MCCR-00090-01","MCCR-00091-01","MCCR-00092-01","MCCR-00093-01","MCCR-00094-01","MCCR-00095-01","MCCR-00096-01","MCCR-00097-01","MCCR-00098-01","MCCR-00099-01","MCCR-00100-01","MCCR-00101-01","MCCR-00102-01","MCCR-00103-01","MCCR-00104-01","MCCR-00105-01","MCCR-00106-01","MCCR-00107-01"
"","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor"
"spermidine","0.824435","1.339098","0.833273","1.093534","1.000000","2.330105","6.450702","1.236672","1.596356","1.000000","1.172920","2.117353","1.954500","1.659739","1.427916","1.369881","0.777151","0.423870","0.813049","0.843522","0.780958","1.277809","1.935115","0.799514","0.238550","2.907418","0.344407","1.299550","0.471959","2.630135","1.015163","0.489668","1.055775","1.500758","1.108740","0.792111","1.291752","0.660141","1.219689","0.810458","0.588567","0.430920","0.565044","1.000000","1.729142","1.076961","4.145566","0.426524","0.861217","3.028495","0.895859","0.277487","0.886480","0.633537","0.282792","0.703642","0.769253","1.585425","0.580739","0.693886","2.892788","1.662069","0.190128","0.449601","1.076682","0.413699","1.215864","0.495815"
"sphinganine","0.667775","0.688844","1.560790","0.945901","0.708512","0.199718","0.258695","1.551359","1.142848","0.738522","0.465135","0.199718","1.558193","0.990289","0.199718","0.802316","0.752768","1.421061","0.297135","1.009711","0.199718","0.199718","1.960108","0.242630","0.779415","0.199718","0.248107","0.199718","0.601783","0.455552","0.759675","1.664651","0.263166","1.131296","0.199718","0.199718","1.134457","0.199718","1.000000","1.399628","0.277152","1.538801","1.909427","2.089745","0.199718","0.688602","1.056680","1.279803","1.095358","0.943320","1.696641","0.199718","6.316823","1.389393","1.347944","1.068481","1.163239","0.199718","0.884352","1.032895","0.199718","0.267130","0.199718","0.199718","1.074270","0.279169","0.199718","4.924531"
"sphingosine","1.960840","0.586298","3.338521","0.963373","0.986897","0.105255","1.994776","2.800130","0.574342","0.793222","0.679641","0.316403","0.863057","1.242934","0.176571","0.944568","1.013103","2.430172","0.086653","0.882416","2.978636","0.047001","2.492823","0.118032","0.921220","0.047001","0.120279","0.047001","0.686620","0.500018","0.589829","2.820569","0.047001","1.000000","0.055746","0.234622","1.742796","0.063739","1.873882","2.892104","0.141986","1.703563","2.347821","2.486205","0.133200","0.547803","2.435364","1.361637","1.203713","1.421818","1.241931","0.047001","15.478192","1.122070","1.939547","1.813071","1.012825","0.047001","1.000000","2.735198","0.047001","2.437361","0.324582","0.234195","1.980867","0.760376","0.047001","5.039679"
"stachydrine","2.235033","0.296073","0.894162","4.088604","0.764742","1.435026","0.458427","0.257705","0.162476","0.602372","1.351812","1.095781","0.162476","0.632367","1.970947","0.543140","0.571711","0.240893","0.162476","0.373690","0.162476","0.194110","0.162476","2.631948","0.162476","0.162476","1.000000","1.080427","1.539463","0.297499","0.268351","1.596721","0.162476","0.318668","0.946944","0.691955","2.200790","0.162476","0.327720","0.562736","1.307114","0.919573","0.162476","0.879648","0.162476","1.363081","1.377995","0.348519","7.118541","0.305564","2.397838","0.162476","3.169615","1.317387","1.053056","0.342318","5.935375","6.242830","3.578013","0.162476","0.858486","0.631132","2.988280","1.922043","1.307996","1.698471","1.186260","0.833711"
"stearate (18:0)","1.557964","0.961883","1.303458","1.053454","0.844266","0.735460","1.633353","0.927842","0.999571","1.082371","0.928964","0.981131","0.881919","0.884145","0.730845","0.956974","1.261137","0.952528","0.835791","0.820927","1.271584","1.002179","1.302942","0.833330","1.194483","0.672440","0.600448","0.697603","1.398126","0.811948","0.942994","1.172885","0.809652","1.104654","1.129270","1.000000","0.967125","0.623425","1.477673","1.267601","0.928604","1.094093","0.854650","1.324793","1.000000","0.974329","1.033950","0.649751","1.000000","1.165541","0.623882","0.520666","1.065912","0.763879","1.113504","1.215986","0.539075","1.151695","1.209783","1.413982","1.192134","1.315891","3.078983","1.450315","1.336478","0.929328","1.025516","1.433935"
"sphingomyelin","1.691607","0.696114","1.292994","1.707517","1.098315","0.680451","2.022500","2.420596","1.212190","2.737452","1.067440","0.785818","2.431003","1.000000","1.029445","1.000000","2.280031","2.116132","0.700336","0.712478","1.289292","1.151628","1.456954","0.942187","0.501544","0.555883","0.053582","0.343115","2.401752","1.024097","2.288544","1.106202","0.866734","1.487466","1.067969","0.458451","0.909490","0.654343","1.272170","1.328830","0.510376","0.165742","0.790241","0.784665","0.276487","1.407203","0.392246","0.335251","0.493710","1.688018","0.159085","0.345090","0.731421","1.037893","0.965856","1.299489","0.356950","0.229807","1.377570","1.171392","1.930959","1.145450","0.249043","0.542738","2.162715","0.848065","0.605071","0.403315"
"stearoylcarnitine (c18)","0.333898","6.198088","1.346592","0.466426","0.569225","0.142298","6.170751","0.960476","0.821108","0.246926","0.670577","0.262602","0.535117","5.163993","0.142298","0.516272","0.272138","1.251670","0.315471","0.684750","0.650777","0.142298","6.653559","0.174418","1.247751","0.142298","0.333178","0.142298","0.382618","0.543612","0.699384","9.202326","0.142298","0.457271","0.142298","0.834773","3.181571","0.173444","9.317647","16.861807","0.774177","2.693010","24.725212","27.956413","0.142298","0.926553","2.330155","1.249421","1.578711","1.020766","0.752249","0.142298","11.877471","1.580188","3.142836","6.417570","3.311673","0.142298","2.849922","2.863811","0.142298","0.542361","0.242499","1.039524","5.047766","1.275300","0.142298","9.307991"
"succinate","0.478039","1.408738","1.131656","1.035314","1.561228","0.905999","2.212633","1.259626","5.038614","0.862066","1.445853","1.270532","1.779712","0.694365","0.882176","0.765153","0.230989","0.230989","1.481177","0.230989","2.167547","0.542125","3.636833","0.811499","1.242940","1.208661","1.115057","1.282116","0.573733","0.316093","0.656301","0.527770","0.590481","1.321541","0.748416","0.863473","1.342670","0.591938","1.232735","0.707929","1.051269","0.985611","0.997229","0.948731","1.000000","0.635701","4.208120","0.752110","1.002771","1.136686","3.129501","1.208748","0.903818","0.780925","0.230989","1.163993","1.170745","0.803596","0.853159","0.890892","1.121709","1.267741","0.625491","3.149541","0.741933","0.612192","0.230989","0.495403"
"succinylcarnitine (c4)","2.650982","1.605024","0.864457","2.719166","1.434303","1.236816","2.448760","1.960738","3.753978","0.997064","0.842384","4.208210","2.783713","3.523080","1.680905","1.189775","1.213219","1.000000","0.666298","2.182392","2.376913","1.723713","3.098708","0.591356","0.465532","2.264804","0.312020","6.534682","1.000000","3.942735","1.078093","1.089896","0.640464","3.029786","0.809595","0.413600","0.881340","0.356129","3.355122","1.279347","0.631246","0.618373","0.569446","0.696435","0.913679","0.688291","1.201596","0.476089","0.728348","2.953017","0.812634","0.312020","0.698511","0.590413","0.805577","1.182901","0.580168","0.551631","0.954882","0.652548","1.529957","1.487157","0.312020","0.788061","0.808233","1.002936","0.539413","0.312020"
"sucrose","0.968330","0.968330","0.968330","0.968330","0.968330","0.968330","0.968330","0.968330","0.968330","0.968330","0.968330","0.968330","0.968330","0.968330","0.968330","1.000000","0.968330","0.968330","0.968330","0.968330","0.968330","4.765845","0.968330","0.968330","0.968330","0.968330","0.968330","0.968330","0.968330","0.968330","0.968330","0.968330","0.968330","0.968330","0.968330","0.968330","0.968330","0.968330","0.968330","1.000000","0.968330","0.968330","0.968330","0.968330","0.968330","0.968330","0.968330","0.968330","0.968330","0.968330","0.968330","0.968330","0.968330","0.968330","0.968330","0.968330","0.968330","0.968330","0.968330","0.968330","0.968330","0.968330","0.968330","0.968330","0.968330","0.968330","0.968330","0.968330"
"taurine","0.715723","0.785282","1.000000","0.678785","1.028527","0.798106","1.014442","1.044966","0.935715","0.532978","1.000000","1.533721","1.265669","0.515314","0.937200","1.092639","0.814619","0.933254","1.000000","1.131260","1.176169","1.156200","0.577649","1.088457","0.823483","0.575731","2.001338","1.008322","0.659825","0.904855","1.345731","1.256788","0.745143","0.763358","1.328953","1.882864","0.392434","0.392434","0.500516","1.871316","0.392434","1.665259","1.522801","0.602271","1.797134","0.559442","0.392434","0.959765","1.009282","1.150573","1.396198","1.408152","1.659283","0.499436","0.495641","1.269084","0.739545","1.414125","1.388132","1.580903","0.392434","0.656828","0.392434","0.592031","0.676962","0.691483","0.901753","1.493381"
"tetraethylene glycol","0.888762","0.587861","0.587861","0.587861","0.587861","1.175990","0.587861","2.777493","0.877634","0.587861","0.587861","1.174794","1.000000","0.921262","0.587861","2.031669","0.755093","0.587861","2.889179","2.747461","0.821420","0.587861","0.587861","0.587861","0.587861","0.860413","1.436844","0.871322","0.587861","0.590818","0.780189","2.432398","1.673172","1.796701","0.587861","1.000000","0.919655","1.316798","0.630252","0.587861","0.708799","1.251629","3.039973","0.587861","0.587861","0.650589","0.587861","0.889985","2.366377","0.587861","1.067466","0.587861","0.587861","0.740430","0.833321","0.587861","4.127700","2.415064","1.389775","1.400094","0.938841","0.587861","1.103369","1.000000","0.587861","0.970877","0.700042","0.811411"
"threonine","1.000000","1.238781","1.426876","0.707666","0.543244","0.662710","0.638021","0.794467","0.859996","0.659588","0.696599","0.716522","1.366467","1.070476","0.643543","0.851023","0.512921","0.418713","1.277082","0.595596","0.513706","1.570115","2.072119","1.346847","1.133938","1.000000","0.956407","1.594824","0.532757","0.696159","0.707603","1.690779","1.069079","0.719643","1.328210","0.995775","2.766188","1.025637","1.187895","1.130736","1.951380","1.666455","0.591536","1.365286","1.726939","1.337255","1.765662","0.686476","1.619853","0.562433","0.557321","0.364256","1.080351","1.289828","0.621492","1.593726","0.928773","1.480500","1.000000","1.309634","1.224569","0.591320","0.650433","0.956680","1.040474","0.849054","0.848207","1.494101"
"thymine","1.037862","0.279321","0.279321","0.479867","0.279321","0.279321","0.761232","0.279321","0.279321","0.279321","0.279321","0.683274","0.932372","0.279321","0.279321","0.962138","0.500430","0.531698","0.279321","0.279321","0.279321","0.279321","1.192259","0.279321","1.412660","0.279321","0.279321","0.462007","0.351682","0.279321","0.279321","0.279321","0.279321","0.279321","1.177321","0.786431","0.726114","0.849151","1.218530","1.000000","1.672403","3.227036","1.114345","1.180570","1.942257","0.279321","0.279321","0.279321","0.279321","0.279321","1.764457","0.279321","0.279321","0.279321","1.427209","1.000000","0.509633","1.523094","0.279321","0.902907","0.921546","0.650851","5.080563","0.582843","0.279321","1.041154","2.073978","1.224934"
"tiglyl carnitine (c5)","0.277676","1.351269","1.063293","0.453283","0.277676","0.858073","1.168412","0.311386","0.277676","0.277676","0.277676","0.277676","0.731566","1.672386","0.367197","0.799715","0.277676","0.277676","1.167569","0.429686","0.277676","1.000000","1.015159","1.358432","0.587574","1.133934","0.454945","2.302438","0.277676","0.554887","2.028880","1.384055","1.000000","0.277676","0.636248","0.716077","1.355206","0.722504","1.708637","0.696796","1.819826","0.780839","1.000000","1.743883","2.576751","0.606199","0.905506","0.827147","1.029801","2.902641","0.971920","1.323670","0.768491","0.698799","0.472693","1.099638","2.366617","0.598540","0.816429","1.201951","6.149939","0.925111","0.277676","1.017590","1.016213","0.888647","0.277676","1.188100"
"hydroxyproline","0.482989","1.726691","0.493453","0.435746","0.379788","1.225302","1.570204","1.451899","0.367782","0.342995","0.734252","1.188913","0.847283","0.665842","0.355015","0.589139","0.571106","0.342995","0.873261","0.948039","1.163450","1.155163","2.270454","1.370555","1.358257","0.818782","0.488705","0.826465","0.342995","0.378114","1.873187","0.726998","1.255155","0.583548","0.664815","1.034961","3.140851","1.828135","0.729521","1.597988","1.163803","2.102141","1.189677","1.000000","0.986944","1.063990","1.451868","0.854192","1.972876","0.773525","1.188067","0.803691","0.947679","1.695319","1.051961","1.169759","1.745771","4.899530","1.004839","1.259698","1.735193","0.699283","0.590784","0.446821","0.434742","1.013056","0.840262","0.521575"
"triethanolamine","4.841338","0.839511","2.975280","0.186410","0.169912","0.987110","0.651366","0.424414","0.641150","0.360100","1.065096","0.169912","0.169912","0.169912","0.169912","0.169912","1.013300","2.963407","0.450049","0.169912","0.169912","0.344449","0.387064","0.543441","0.169912","1.657236","1.012890","0.368332","0.169912","0.433567","9.100780","2.238849","0.578767","1.121099","0.986700","0.564486","0.169912","0.445836","1.000000","0.169912","2.279195","1.261966","3.910570","0.624166","0.417121","0.331130","0.746849","1.469107","0.572853","4.426463","1.008760","0.169912","0.356055","0.387401","0.721005","0.397852","0.879193","1.287428","1.260142","1.563464","6.318228","3.240332","57.723175","1.659379","11.695522","6.482444","2.499686","1.794322"
"triethyleneglycol","0.721158","1.087213","0.254921","0.254921","1.000000","1.355889","0.314244","2.745867","1.322648","0.267968","0.579248","1.246105","1.358651","0.323564","0.254921","1.273265","1.568484","0.254921","2.697234","4.109152","0.355599","0.254921","0.260261","1.187610","0.408779","0.525028","2.196386","1.753785","0.897049","0.774723","0.905980","3.151984","2.471807","0.628308","0.929861","0.638138","1.114064","1.132957","0.757372","0.910030","0.686892","1.144917","3.590071","0.268391","0.871474","1.372868","0.254921","0.875820","1.771184","0.254921","1.321664","0.970028","0.254921","1.045099","0.842261","0.297656","3.649368","2.226780","1.918118","1.532397","0.523269","0.254921","0.979953","1.492295","0.254921","1.020047","0.612923","0.425678"
"trizma acetate","1.058939","0.036688","0.036688","1.295771","0.602221","0.036688","0.261291","1.000000","0.036688","0.036688","0.577400","0.036688","0.248421","0.411346","0.036688","0.036688","0.936326","0.121154","0.036688","0.036688","0.036688","0.036688","10.330415","0.036688","0.036688","0.036688","1.000000","0.036688","0.036688","0.036688","0.438853","0.036688","0.036688","0.941061","7.875106","0.036688","0.036688","6.016467","0.108906","0.036688","0.036688","6.955096","0.036688","1.568201","14.713516","0.036688","0.036688","0.036688","0.036688","0.036688","10.186429","0.036688","0.036688","0.036688","5.493836","0.036688","0.036688","0.036688","0.036688","4.618009","7.074714","0.036688","0.503905","0.204491","0.036688","0.036688","0.036688","0.036688"
"tryptophan","1.034206","1.525860","1.095186","0.769725","0.529585","0.763714","0.619958","0.773898","0.705552","0.636461","0.904021","0.665065","1.301911","1.129006","0.591039","0.903727","0.623207","0.502583","1.044110","0.700257","0.708836","1.458542","1.156700","1.000000","1.027685","1.182168","1.232745","0.904254","0.671175","0.848588","0.765660","1.486697","0.510750","0.539529","1.471977","1.195743","1.367118","0.637191","1.167991","1.258036","0.846991","1.857738","1.000000","1.329997","1.239973","0.988406","1.469202","0.625712","1.198494","0.827868","1.006258","0.630255","1.282824","1.000000","0.569111","1.586642","0.499619","1.079079","1.039924","1.180835","1.298662","0.482146","0.952157","1.228567","1.098729","0.889012","0.771151","1.580391"
"tryptophan betaine","0.272152","3.148528","6.939039","0.272152","0.302122","0.559627","0.973600","0.272152","0.626420","0.675404","0.272152","0.590251","0.272152","0.272152","2.054752","1.162531","0.954406","0.272152","0.785767","0.307544","0.272152","1.026400","3.010811","2.195322","1.097544","0.722891","1.000000","0.272152","0.272152","0.880254","1.262172","1.899622","0.272152","0.674621","0.396857","1.902568","1.836697","0.423576","4.171813","1.891375","1.921532","6.796837","0.361219","0.272152","0.460606","1.001160","0.272152","0.272152","1.000000","3.774214","2.002887","1.450222","0.532589","1.579370","0.272152","1.846884","0.421996","1.347438","0.832369","0.745881","2.086994","0.533626","0.446136","2.288771","0.999265","0.950556","0.419558","0.272152"
"tyrosine","0.974303","1.527482","0.882958","0.624527","0.385088","0.852268","0.498872","0.686851","0.904984","0.548268","0.659255","0.573150","1.477836","1.096139","0.744628","1.000000","0.510551","0.479471","1.213483","0.564403","0.560062","1.575704","1.088544","0.887491","1.075224","1.170956","1.205034","1.858216","0.511447","1.529906","0.897400","1.997847","0.554117","0.671535","1.311862","1.000000","1.401055","0.624782","1.251631","1.413148","0.930319","1.969709","0.653463","1.534207","1.624236","1.000000","1.732266","0.793002","1.328610","1.016112","0.641240","0.600033","1.392727","1.094641","0.548400","1.905180","0.409871","1.855450","1.177667","1.310205","1.599210","0.528143","0.768597","1.280036","1.414992","0.799534","0.891248","1.904740"
